,2007
oodle,2
wide,15
as,299
the,2082
ocean,9
huff,1
and,722
puff,3
Seoul,2
's,1926
land,55
Diva,3
song,82
Jacob,9
first,157
wife,17
a,2197
magnet,2
attract,3
it,558
in,1723
physics,7
experiment,3
between,38
twice,10
never,19
Grand,13
Coulee,1
;,3124
e.g.,433
county,15
seat,23
NNW,2
of,2854
Oklahoma,10
City,18
relieve,2
at,260
tilt,4
praise,7
tire,10
filler,20
divorce,3
locale,63
for,934
New,65
York,23
diva,2
what,174
number,42
birthday,6
candle,3
signify,8
olden,1
time,180
jinx,1
snooper,1
org,131
.,870
tomato,4
-,2075
hit,129
floor,10
sound,122
speed,10
skater,9
Heiden,2
Bamboozle,3
sale,17
pitch,24
zilch,3
carry,11
day,43
crazy,13
bird,56
freighter,2
',294
freight,2
one,539
with,908
hook,8
line,121
sinker,1
Stuporous,1
sleep,14
Doc,4
picture,18
producer,25
Java,3
neighbor,21
Star,20
marquee,2
position,31
Genesis,10
garden,20
tall,7
tale,15
teller,3
have,201
meal,11
home,154
orange,11
flavor,20
powdered,2
drink,41
"""",5940
bear,42
free,22
lioness,1
medicinal,3
amount,18
on,652
_,6033
(,551
go,235
to,1021
pot,14
),550
deep,14
pink,6
enticing,1
smell,11
tv,139
room,23
two,75
point,53
play,112
football,18
legitimate,2
parch,1
envy,2
or,335
gluttony,1
event,41
before,96
move,45
pre,14
transfusion,1
procedure,6
give,76
while,17
his,29
own,16
amusement,3
park,9
shout,7
lifeless,2
yes,9
madame,1
some,452
verbal,3
abuse,1
woman,43
link,10
Paragon,1
virtue,2
only,20
Mountains,3
Europe,4
/,55
Asia,5
separator,3
four,43
footed,2
friend,26
next,13
medal,7
winner,61
bravery,1
escape,6
route,11
nickel,4
dime,3
shoot,24
up,281
inflation,1
gleeful,1
laugh,23
hindu,8
teacher,12
misery,3
King,40
dangerous,9
snake,9
skip,7
old,175
comic,24
Kovacs,2
Leo,2
Libra,2
help,39
illegally,1
Galveston,2
crooner,3
Campbell,3
inspector,1
fin,2
book,68
black,22
gold,27
Neighbor,30
Vietnamese,1
300,3
+,14
island,42
not,265
straight,12
word,191
eclipse,3
feature,93
Borodin,1
Prince,11
N.F.L.,19
team,41
which,33
Barry,1
Sanders,4
dance,45
star,144
Ohno,1
shortly,6
Wright,2
wing,12
Playwright,5
Fugard,2
familiar,8
nuptial,3
exchange,9
shed,1
light,59
?,1213
deli,10
offering,41
artificial,2
heat,9
pull,27
like,409
folder,1
cadaverous,1
class,30
factory,5
oil,23
by,193
barrel,3
Photographer,7
Adams,8
Avalons,1
be,1032
innocent,3
maybe,140
date,16
Dr.,25
no,129
fancy,9
thread,5
piece,61
soap,12
poker,16
great,53
Ungar,2
other,110
breach,1
get,169
rain,14
forest,2
grassland,3
R.N.,2
ice,15
cream,15
maker,65
Joseph,3
clarinetist,1
purchase,27
scatter,3
smidgen,5
cultural,8
funding,1
big,144
deal,18
!,491
13,10
Dec.,2
holiday,11
plan,20
pump,6
five,33
min,5
period,32
wee,1
hour,19
without,40
slack,4
Jurassic,2
Park,24
actress,44
advantage,4
Lord,17
worker,49
part,285
R.S.V.P.,5
cen,1
Yule,2
long,72
work,135
Bourg,1
department,12
verse,18
ginger,2
treat,25
Cole,5
Porter,3
you,197
do,257
n't,117
know,51
Hitches,1
fraternity,11
letter,94
provider,25
an,251
silk,2
hat,10
depict,4
top,55
this,97
puzzle,41
rugged,3
wheel,27
briefly,84
Lyric,6
5,18
rustic,4
setting,20
ear,13
relevant,4
state,54
view,12
J.F.K.,9
alternative,97
Oath,2
author,116
Frank,10
horizontal,4
molding,4
wolf,2
mountain,25
ridge,5
3,19
after,122
content,29
scroll,1
kind,127
track,18
wound,3
herbal,2
tea,9
lose,38
ground,11
crawl,2
Year,9
Eve,6
party,40
wood,32
measure,32
accord,8
news,20
agency,3
start,120
1925,2
Endymion,1
poet,42
Holiday,4
that,271
may,182
tunnel,1
entrance,5
2,34
cheater,3
hunter,6
french,86
chef,5
Ducasse,1
Luxuriousness,1
who,271
ca,11
everything,5
rocker,6
Brian,10
certain,50
computer,49
connection,13
slide,1
door,12
place,186
set,86
o,14
soul,12
forage,1
plant,34
Sask,2
leg,13
snarl,4
unsnarler,1
4,16
arise,1
kick,12
giant,23
success,5
shell,9
food,51
I,221
beg,4
differ,5
kiss,5
my,51
grit,1
lady,16
writer,48
Willy,2
popularize,6
spaceflight,1
-aztecan,2
language,29
Second,3
Amendment,2
advocacy,1
grp,50
kid,28
many,130
test,19
here,35
Highlands,3
tongue,12
Cardinal,2
Favorers,1
young,19
dish,37
stir,10
fry,8
rice,3
noodle,3
passion,3
director,27
treaty,6
city,130
1802,1
Accord,1
1985,2
icicle,2
literary,14
init,34
bully,3
fit,18
king,33
1945,4
battle,13
site,119
short,176
Long,9
Island,15
Rail,2
Road,5
station,20
Alphabet,4
trio,13
esoteric,1
end,110
fall,43
over,72
cat,10
Tom,17
Jerry,3
Pacino,1
bank,30
runway,4
Horace,2
contemporary,6
Bobstays,1
Kyle,2
Terminator,3
hero,27
globular,1
when,71
show,102
must,9
flier,9
dietary,3
abbr,56
another,20
tour,10
animal,32
pouch,6
feel,23
way,186
around,42
high,64
timid,2
toll,8
1986,15
Gene,2
Hackman,2
film,158
narrow,13
tramp,3
1/2,2
1/3,2
sprinkler,1
heavily,1
sedate,1
trial,15
basis,14
Holidayish,1
revolutionary,3
Chopin,4
harpist,1
sort,58
nobody,5
Visitor,1
sleeping,1
spot,62
so,53
early,58
mornin,1
Gordon,4
Lightfoot,1
lyric,16
problem,32
Old,28
Testament,7
prophet,2
Octavius,1
Spider,3
Man,21
foe,10
e,16
mail,25
attachment,15
legal,14
conclusion,9
Shatner,2
war,35
modesty,1
preserver,1
wondrous,1
pitiful,1
form,24
italian,23
