,2011
sign,66
of,3127
engine,15
trouble,23
what,242
a,2721
61,8
-,2505
Across,123
will,20
be,1276
call,91
for,1167
only,33
little,62
while,22
long,78
one,685
on,801
Liszt,1
list,28
like,495
some,507
suit,17
"""",7209
this,128
shindig,1
rock,45
!,633
computer,42
screenful,1
part,314
Melanesia,1
subject,50
folder,5
always,11
or,470
sometimes,24
;,3843
say,317
approval,9
the,2551
thoughtful,1
soul,5
to,1275
solitude,1
retire,8
poet,30
gets,9
set,98
_,6783
dunno,1
...,289
sandy,3
tract,3
by,229
sea,42
Brit,12
they,221
often,149
place,196
parcel,1
lawyer,8
's,2038
setup,4
?,1585
right,52
wrong,15
pick,27
fight,19
rustle,2
wiretapping,1
grp,49
.,912
accessory,16
that,368
may,239
have,272
state,63
name,317
it,626
Old,51
Testament,12
man,85
field,28
lift,17
sort,65
many,207
garage,7
excuse,5
interrupt,2
comment,23
occasion,7
put,85
sheet,15
primer,1
option,49
shower,11
head,63
psychiatrist,2
appt,2
turnover,4
e.g.,543
post,19
offshoot,2
start,130
convey,2
very,39
prickly,2
pear,5
novelist,38
whose,90
character,78
Adah,1
speak,58
in,2093
palindrome,2
four,48
footed,1
orphan,2
literature,12
half,37
note,42
Britain,7
-nik,1
kin,9
Yemen,4
Zimbabwe,1
dir,22
continue,8
drama,13
food,52
item,69
cut,53
into,38
ring,41
instrument,33
manual,1
skewer,2
belt,9
tightening,1
good,143
chicken,12
turkey,5
electrical,4
crop,2
far,29
feature,101
box,31
chocolate,12
Unclutter,1
cd,5
rate,15
hoc,1
votis,1
slave,6
singe,1
several,4
solo,7
Red,18
Sox,3
anthem,3
if,24
thing,112
thus,5
number,47
Olympics,15
cancel,6
due,11
W.W.,32
II,34
study,19
bubble,4
Hong,2
Kong,4
Hang,1
index,4
large,39
bore,3
Umbrella,2
oodle,4
Heretofore,1
back,70
with,1049
bread,16
improve,3
curly,2
furred,1
cat,26
parlor,4
tv,146
screen,34
experiment,2
runner,17
oh,19
cruel,3
world,28
Bushwa,2
sched,3
letter,150
forcefulness,2
true,12
believer,2
Moss,1
source,84
deposit,7
remover,4
holder,66
legend,15
you,235
might,130
reach,14
after,141
hear,31
do,308
n't,172
go,220
anywhere,3
drug,22
distributor,4
entertainment,8
at,305
luau,4
look,60
too,37
closely,4
preparatory,1
time,181
title,141
lady,22
area,54
third,16
country,49
E.U.,4
attorney,4
',288
degs,7
money,32
Manila,3
someone,10
hang,26
primitive,2
coat,15
show,125
which,37
Jim,9
Dale,1
win,81
1980,15
Tony,13
Best,12
Actor,9
musical,39
kind,135
compound,9
chemistry,5
an,279
airport,15
opening,21
landscape,4
plant,43
big,183
shout,16
cupped,1
hand,47
maybe,154
untagged,1
so,84
sad,6
foil,6
most,51
chic,2
auto,18
loan,2
fig,18
sell,18
under,37
brand,110
Retrovir,1
site,107
1815,1
escape,4
almost,11
catch,26
shoot,32
Coeur,2
d,21
Idaho,2
around,45
circle,28
restricted,1
party,55
Alaska,2
Hawaii,7
problem,33
argument,7
health,9
warning,3
Plentifully,1
slang,28
enmity,2
russian,14
chemist,2
law,24
thermodynamic,1
he,74
saturate,2
high,76
boot,12
fisherman,7
Beethoven,5
bagatelle,1
dedicate,1
she,41
latin,14
101,5
word,201
-X,3
(,653
septic,1
treatment,8
),643
impertinent,3
arduous,1
challenge,7
annual,23
how,67
Simon,6
Cowell,2
critique,1
response,28
starter,24
spanish,46
verb,8
1957,7
Cy,2
Young,11
Award,3
winner,63
luxury,6
nowhere,1
close,33
-Hawley,1
Tariff,1
Act,6
1930,8
Academy,2
cloud,13
judgment,1
alcohol,3
Good,12
Will,4
hunting,1
director,30
1997,15
small,62
bird,49
bottom,18
crankcase,3
presidential,9
march,3
prefix,93
chemical,7
throw,28
tubular,1
pasta,9
edge,9
humorist,1
who,321
write,72
Progress,1
all,92
once,82
but,36
Durbeyfields,1
Memphis,3
Nashville,1
express,6
informally,111
Wagner,2
heroine,14
eagerly,1
expectant,1
street,14
opportunity,7
maker,53
hello,4
and,786
farewell,6
37,13
Down,82
complete,11
facile,1
brainteaser,5
answer,58
appear,14
order,64
from,246
top,49
puzzle,58
square,12
city,122
San,16
Gabriel,2
Valley,7
John,53
XI,1
successor,13
war,46
1812,6
battle,22
schedule,8
abbr,59
two,94
Chaplins,2
home,161
1964,16
2008,22
Rep.,4
candidate,10
three,53
debate,9
10th-,1
12th,2
century,34
chinese,30
dynasty,11
Muckraker,3
Tarbell,2
harsh,6
1944,5
Sartre,3
play,107
lay,18
groundwork,2
inventory,3
end,120
harem,1
room,36
nifty,1
trifle,2
muralist,5
Russia,8
/,108
Ukraine,3
Sea,22
can,55
bat,11
roll,29
60,31
radical,3
Communist,1
Friedrich,1
Rudy,1
megaphone,1
eternity,2
author,85
zoological,1
wing,11
certain,68
bumper,5
sticker,9
peppermint,1
old,196
bus,10
suffix,113
Euclid,2
gen,1
great,46
than,58
10;000,2
4,31
base,55
10,35
person,44
groundbreaking,1
curtain,4
fabric,16
online,19
merchant,5
when,119
triple,8
1970,26
movie,58
I,337
lot,28
Woodworker,1
tool,45
blowup,2
cry,102
crib,4
popular,37
tablet,3
Zola,2
seller,16
coastal,2
flier,15
strawful,1
house,25
interest,5
ghost,8
hunter,9
see,241
15,10
across,257
Subj,8
six,25
Nobel,10
prize,12
aerosol,1
target,47
as,391
yet,13
restaurant,20
gofer,1
explanation,2
rust,1
quartz,2
conical,1
hat,8
bikini,3
explosion,1
onetime,28
Candy,2
composition,10
Polynésie,1
sense,10
french,92
face,19
Tomé,2
g2,1
g,4
follower,49
roommate,2
parade,5
honoree,3
perhaps,66
Brewer,1
need,65
handbag,1
withdrawn,1
apple,17
spray,10
James,38
posthumous,3
Pulitzer,15
gift,16
outgoing,1
member,74
Congress,7
hanukkah,1
pancake,5
billing,1
cycle,7
University,17
South,17
familiarly,14
em,4
Dorothy,4
Y,3
sporter,1
rancher,2
land,75
camera,23
type,69
short,224
anew,5
elephant,10
dialect,6
coach,10
slogan,12
Tot,3
wheel,14
usual,2
Bush,10
Carl,2
Sagan,2
book,62
Michael,23
Collins,5
org,162
firm,6
modern,30
crime,17
briefly,95
hint,40
17-,37
36-,4
59,9
lineup,5
here,33
european,8
gin,2
mill,2
Romain,2
de,41
Tirtoff,2
alias,10
hence,4
Hale,1
U.S.,53
open,41
Nostradamus,1
songster,1
sweet,15
nothing,33
