,2002
Pat,4
Boone,4
's,1993
"""",4948
_,5529
love,52
symbol,35
of,2483
redness,2
Norway,7
patron,5
saint,8
cranberry,2
product,64
brand,33
for,854
Bowser,2
place,176
to,932
stack,5
money,42
35,11
-,1931
Across,95
;,2661
from,202
1955,3
61,9
finish,15
line,85
perhaps,78
Windy,1
City,21
train,13
gist,4
hindu,7
royal,17
across,215
in,1491
1964,10
Syndicate,7
head,72
program,12
air,26
one,586
who,151
open,36
a,1888
can,49
worm,4
?,1349
hospitalize,1
patient,6
state,55
see,173
17-,8
23-,3
48-,1
and,524
57,5
otherwise,1
city,117
opposite,43
Ciudad,1
Juárez,1
issue,14
paperback,2
barely,14
manage,13
with,701
out,251
1994,10
Carroll,3
girl,53
spawner,1
the,1657
Sargasso,1
Sea,17
way,186
WWW,1
actor,61
Moranis,1
1946,6
allot,1
Morning,1
Watch,1
author,118
ear,9
or,274
tube,9
preceder,28
gofer,1
Marquand,1
Mr.,31
approach,4
court,40
great,34
Arthur,8
Fab,2
Four,1
hairpiece,2
slangily,37
bin,5
ein,5
Berliner,5
Hotelier,1
Helmsley,1
its,57
stake,9
may,287
be,999
beer,5
Inventor,8
Whitney,6
it,623
rate,11
m.p.g,3
.,765
whole,11
bunch,11
Chief,2
Pontiac,4
e.g.,379
tropical,10
vine,2
trumpeter,2
Herb,2
Admiral,2
force,26
Bowery,1
carmaker,1
woe,16
finger,9
socket,1
consequence,6
spy,5
seek,8
they,231
swill,2
Fiesta,3
Bowl,14
site,159
Crow,4
sound,124
number,39
play,123
link,19
org,99
forever,6
poetically,5
Vestige,1
come,70
surprise,16
Mimicker,1
talk,48
Cleveland,3
Baltimore,5
dir,19
Serling,2
Twilight,2
Zone,3
depend,3
(,530
on,537
),532
striker,1
often,47
system,19
destiny,2
napoleonic,1
marshal,1
Spritelike,1
visitor,11
Siam,1
german,31
border,24
river,61
unseen,1
Mary,14
Tyler,3
Moore,5
Show,10
character,56
swiss,13
swell,13
divider,6
common,31
lunchtime,3
Sultan,2
Babe,3
Ruth,7
gaming,1
table,25
tease,5
Roof,2
edge,10
leave,50
Performer,2
paint,7
smile,2
bygone,15
time,197
conceal,3
HBO,7
deliverer,3
you,140
say,179
!,448
September,1
bloom,8
residence,5
Knave,2
Tex,3
Mex,4
snack,16
stop,47
right,37
there,35
dry,18
as,244
dust,6
short,159
flight,11
oceanographic,1
chart,6
Comedian,2
bit,68
Currier,3
partner,61
lithography,1
uh,6
mother,31
Nobel,9
win,41
nun,2
Siesta,1
stretchy,1
waistband,1
Notre,2
Dame,4
fight,28
I,165
afraid,2
not,275
madcap,2
seep,2
smidgen,3
apple,20
laptop,1
Eve,6
man,72
demonic,1
Hollywood,21
DeVito,1
Glover,1
ballfield,1
cover,39
Byrd,1
Hatch,1
Ta,1
ta,4
merchandise,4
halt,3
at,236
sea,38
mosaic,2
piece,50
Physicist,2
Niels,1
mideast,7
prince,7
an,227
almanac,5
list,30
high,60
low,25
prepare,28
tea,13
Pepsi,2
competitor,34
mobile,2
home,120
big,159
hunk,3
wise,12
bird,50
SSW,4
reverse,6
leg,11
shackle,3
Cave,2
dweller,11
go,203
hold,33
sewing,2
machine,12
inventor,3
Howe,2
Everglades,1
grass,5
could,12
've,11
knock,16
over,75
feather,4
Bator,2
Mongolia,2
St.,33
fire,30
Snowlike,1
no,108
mansion,2
Tosca,1
sign,65
boredom,4
Kung,3
shrimp,3
Neighbor,19
Israel,9
college,29
period,31
axis,4
soldier,10
thickset,1
Lungful,2
Zagreb,2
resident,16
1974,5
Tom,13
T.,7
Hall,22
hit,108
peaceful,1
protest,10
get,199
well,68
wound,3
mentor,2
Luke,1
Skywalker,1
Ivan,3
rope,11
material,48
Grant,5
in-,1
Nets,2
Nuggets,1
Ship,1
weight,9
unit,82
partial,1
boxing,3
prize,18
area,44
next,10
ambulatory,1
natural,16
emollient,2
other,103
Ovid,4
loaf,3
bread,21
...,179
poet,38
victim,6
tip,7
off,144
precious,2
string,19
Dentist,9
jazz,24
band,29
many,92
cabbie,3
like,482
tongue,16
Intrepid,3
student,10
Seneca,1
Alitalia,2
destination,14
test,31
pick,27
up,291
item,54
Mason,6
makeover,1
Box,3
millstone,1
doily,1
shade,39
turn,50
pivot,1
Holmes,6
here,23
eternity,3
wife,22
pub,7
competition,8
two,55
year,49
House,31
Longfellow,2
bell,12
town,45
transportation,9
rail,3
call,71
shot,19
