,2013
insurance,7
giant,31
with,1106
a,2618
duck,9
in,2082
its,97
ad,31
"""",6893
I,267
mess,11
up,302
!,545
food,74
preservative,2
;,3926
for,1135
short,264
pack,20
animal,35
Eagle,4
's,2059
nest,9
big,178
name,353
jean,6
be,1215
extravagant,1
and,771
self,20
-,2520
indulgent,1
comfort,5
_,6258
place,149
to,1212
relax,6
baseball,43
count,17
north,7
american,24
finch,1
Ragged,1
Dick,5
author,82
site,105
of,3197
Kubla,1
Khan,1
pleasure,2
dome,1
terrier,4
pirouette,1
barbershop,2
symbol,55
pocket,6
watch,20
accessory,13
illumination,3
the,2548
Star,63
Spangled,2
Banner,2
Adam,7
(,637
water,42
),632
gorgon,2
one,730
Spain,7
Balearics,1
survivor,4
immunity,1
token,3
King,39
Arthur,8
rest,13
all,108
malt,2
beer,16
jeweler,3
eyepiece,1
feminine,4
suffix,106
Terrier,4
bark,2
cause,28
inflation,2
?,1560
scotch,1
whisky,1
brand,116
Mop,2
&,45
floor,13
cleaner,4
raw,5
or,442
burn,8
color,33
it,564
move,47
at,263
movie,63
Lombard,2
Street,18
feature,114
Wrestler,1
actress,40
Marisa,1
blender,2
set,114
right,47
world,43
1960,30
hairstyle,4
volcanic,6
emission,5
Bordeaux,2
buddy,7
lovey,1
dovey,1
Valletta,1
capital,67
not,281
use,88
make,195
matzo,1
c,7
cold,27
2008,20
U.S.,39
govt,2
.,835
bailout,1
recipient,12
record,30
spinner,1
fancy,16
gold,21
jewelry,5
e.g.,458
ergo,2
Opera,3
Mario,5
Lanza,1
expert,15
glob,2
listen,6
old,193
style,29
archipelago,1
part,299
green,29
light,60
bonus,2
barrack,1
no,128
show,112
good,112
job,43
Lord,18
my,69
shepherd,8
...,260
Assn,1
grp,41
grade,19
rice,6
shape,36
pasta,11
Noggin,3
g,9
concerned,7
slangily,17
letter,143
shelf,4
support,39
Jackanapes,1
like,528
most,33
jigsaw,2
puzzle,56
I.R.S.,6
employee,14
french,82
beach,14
stir,7
continental,6
cash,11
flood,7
barrier,4
creator,36
game,128
Missile,1
Command,1
petri,1
dish,45
gel,3
storm,9
hightail,1
away,44
manage,10
care,20
plan,17
Co.,8
motto,13
think,21
Australia,8
national,12
bird,48
arm,25
Pasta,1
often,130
bake,10
tomato,3
sauce,14
live,31
Birthright,1
seller,11
Bible,7
mimic,4
U.C.L.A.,1
athlete,23
existence,2
some,489
common,45
woman,53
office,25
attire,15
embarrass,1
Lexicographer,1
Webster,3
garage,7
mechanic,5
what,290
may,208
lead,67
an,338
emotional,3
explosion,5
command,21
opposite,46
gee,2
blood,18
component,37
news,31
Post,2
Tribune,2
etc,9
basketball,17
official,11
informally,167
NW,1
Indiana,7
city,135
half,39
quart,1
container,20
sit,17
painting,14
say,388
L.,4
Frank,9
Baum,2
princess,6
gentleman,3
unlock,3
poetry,11
creamy,2
cheese,29
Trac,1
II,40
successor,11
Bora,1
former,61
Taliban,1
stronghold,2
Dutch,1
speak,41
isle,4
Caribbean,1
Gridiron,3
runback,1
lab,17
Pass,1
as,425
law,33
eyed,10
monster,10
Villa,4
d,21
',276
seize,4
vehicle,26
card,40
play,131
without,37
two,97
through,44
six,35
protect,7
horse,27
hoof,3
Google,9
Calendar,1
Novelist,1
Allende,1
refrain,2
syllable,16
whom,14
host,39
Electrocute,1
classic,67
toothpaste,5
carpentry,4
piece,75
insert,7
into,58
mortise,1
dog,58
collar,10
add,21
on,779
Dhabi,2
verve,2
highly,8
unconventional,1
relate,17
intake,1
provide,21
money,37
scholarship,3
generic,2
collie,1
beehive,4
sound,140
role,72
score,28
between,32
birdie,4
bogey,2
comedian,8
Philips,1
hat,8
tassel,2
Uncle,11
want,22
you,243
afternoon,4
pick,29
end,145
-like,2
tide,4
identical,1
candidate,13
top,59
40,15
Daytime,2
drama,12
Schlep,1
Actress,71
Mendes,1
start,120
tennis,30
rally,4
step,10
bug,17
fluctuation,1
musical,41
tempo,3
envelope,8
that,411
ready,21
mail,29
memorandum,1
front,10
elephant,6
back,81
car,77
caterpillar,4
stage,14
example,9
label,21
N.F.L.,17
lineman,3
W.S.J.,2
rival,39
side,55
fix,20
key,38
person,35
who,317
might,107
bump,8
subway,7
Starbucks,2
size,22
model,24
/,45
Keibler,1
brother,32
Prometheus,1
choice,32
road,21
runner,12
flexible,4
snout,3
