,1997
use,49
a,1566
postscript,1
Turkish,1
Empire,1
founder,14
sail,6
extender,1
place,130
to,787
do,170
some,292
gambol,2
_,5979
island,34
see,94
31,2
-,1620
down,127
campus,9
climber,5
workaholic,1
's,2304
memoir,5
?,900
greet,7
the,1733
villain,18
land,62
of,2521
47,3
site,156
for,738
rite,2
exaggerate,3
soft,18
cheese,21
gaunt,2
hardly,25
boisterous,1
nourish,3
Marine,3
essential,5
ancient,42
theater,26
man,72
casa,2
1982,9
sci,7
fi,12
flick,4
cargo,7
quantity,7
"""",5141
n't,87
you,113
know,36
singer,91
where,142
Mindy,3
honeymoon,2
fine,19
thing,41
Alto,1
pituitary,1
hormone,1
in,1285
25,4
word,241
or,272
less,20
my,48
pleasure,3
!,438
Unfruitful,1
drone,1
;,2709
e.g.,443
seasoning,2
specialist,4
Muldaur,1
woman,30
tombstone,3
brother,32
former,58
s.a.g.,2
president,11
50,23
degree,18
say,55
chew,7
scenery,2
Cooper,4
role,79
Fleur,1
de-,1
way,178
out,217
english,26
cattle,5
breed,4
escape,4
con,12
city,127
liberate,2
by,93
Joan,7
Arc,5
unlikely,1
nickname,24
N.B.A.,11
three,38
reeler,2
Mideast,15
Gulf,12
classical,10
start,91
military,23
movement,11
chatter,4
first,115
name,269
country,38
music,42
crewman,1
Dell,1
dweller,25
Yankee,7
junkball,1
pitcher,16
crunchy,1
salad,7
topper,13
watch,14
Clinton,9
chef,2
passion,5
personify,3
unit,66
force,22
with,638
16,6
Across,43
Pistons,1
play,93
Skunk,2
defense,9
not,206
o'er,1
inscribe,3
pillar,3
somewhat,9
what,103
folk,7
ca,17
tolerate,2
1984,9
Super,11
Bowl,16
champ,35
comparison,2
shopping,3
skillful,2
pickle,7
juice,6
Longtime,9
SAC,2
chief,10
Winding,1
stair,2
poet,57
exuberance,2
actor,119
Neeson,2
70,13
church,18
part,265
woeful,2
teeny,1
amount,21
nova,1
japanese,25
middle,19
manager,5
Metallurgists,1
',248
study,13
perfume,2
Zippo,3
Meanie,2
old,162
tv,142
comic,26
Blonde,1
secret,12
maybe,113
lady,20
memorable,7
holy,16
than,35
thou,3
type,52
set,75
boundary,7
soda,4
pop,41
compunction,1
Lyric,2
poem,13
Dunciad,1
writer,73
latin,22
keep,24
from,140
Zhou,3
they,155
show,67
hip,4
character,63
nous,2
...,123
get,120
off,97
track,28
there,25
be,744
1967,9
Pulitzer,17
sign,62
healing,1
kind,262
jet,6
more,72
this,80
test,21
venue,12
supplement,3
Jekyll,1
counterpart,10
Dingus,1
sock,10
pattern,3
it,441
Atlanta,4
Tampa,5
dir,28
.,746
California,16
peninsula,3
Western,13
Indians,4
energy,8
Fulton,1
decline,9
leafy,1
shelter,5
discount,1
Scrooge,3
cry,78
yes,8
at,232
altar,3
dupe,3
terrible,4
czar,2
one,513
financial,7
market,8
short,147
bog,3
Hwy,4
eatery,5
b,11
on,453
cassette,5
literary,20
monogram,9
helpless,1
as,278
kitten,1
up,239
tree,31
dial,4
sound,131
vitamin,7
bottle,12
abbr,60
Actress,111
Ward,2
once,55
Florentine,1
river,77
Le,13
Roi,1
d'Ys,1
composer,41
stack,5
even,11
keel,1
brief,7
time,187
catkin,1
italian,31
refreshment,1
travel,18
Thomas,23
est,2
U.S.,35
Navy,6
builder,6
stadium,16
levy,2
locate,2
locale,68
rich,10
Oklahoma,9
whole,10
shebang,2
teacher,13
org,76
