date,Weekday,WeekdayNum,AvgHintLength,AvgAnswerLength,NumHints,NumOneWordHints,BlockDensity,OtherPuzAns,PctPNC,PctWP
1994-01-01,Saturday,5,14.969696969696969,5.666666666666667,66,15,16.88888888888889,3093,18.181818181818183,4.545454545454546
1994-01-02,Sunday,6,15.547058823529412,4.976470588235294,170,33,20.037807183364833,11874,20.58823529411765,6.470588235294118
1994-01-03,Monday,0,13.368421052631579,4.815789473684211,76,16,18.66666666666667,6770,26.31578947368421,2.6315789473684212
1994-01-04,Tuesday,1,14.602564102564102,4.846153846153846,78,13,16.0,6572,20.512820512820515,6.410256410256411
1994-01-05,Wednesday,2,13.3125,4.675,80,24,16.88888888888889,6352,22.5,1.25
1994-01-06,Thursday,3,13.474358974358974,4.794871794871795,78,19,16.88888888888889,7253,23.076923076923077,3.8461538461538463
1994-01-07,Friday,4,14.08974358974359,4.6923076923076925,78,13,18.66666666666667,6584,24.358974358974358,5.128205128205129
1994-01-08,Saturday,5,13.846153846153847,4.846153846153846,78,24,16.0,7645,24.358974358974358,1.2820512820512822
1994-01-09,Sunday,6,14.5,5.185714285714286,140,35,17.687074829931976,8786,27.142857142857142,2.857142857142857
1994-01-10,Monday,0,15.957142857142857,5.371428571428571,70,8,16.44444444444444,4940,24.285714285714285,5.714285714285714
1994-01-11,Tuesday,1,12.307692307692308,4.743589743589744,78,27,17.77777777777778,6871,23.076923076923077,1.2820512820512822
1994-01-12,Wednesday,2,15.179487179487179,4.743589743589744,78,16,17.77777777777778,5779,34.61538461538461,5.128205128205129
1994-01-13,Thursday,3,15.08974358974359,4.794871794871795,78,11,16.88888888888889,7327,24.358974358974358,5.128205128205129
1994-01-14,Friday,4,14.8,5.428571428571429,70,12,15.555555555555562,2643,25.714285714285715,2.857142857142857
1994-01-15,Saturday,5,15.428571428571429,5.485714285714286,70,15,14.666666666666664,3377,28.571428571428573,5.714285714285714
1994-01-16,Sunday,6,15.594202898550725,5.3768115942028984,138,28,15.873015873015872,7956,18.840579710144926,2.1739130434782608
1994-01-17,Monday,0,13.527027027027026,5.0,74,16,17.777777777777775,6050,22.972972972972972,5.405405405405405
1994-01-18,Tuesday,1,13.797297297297296,5.108108108108108,74,16,16.0,4058,33.78378378378378,1.3513513513513513
1994-01-19,Wednesday,2,15.26923076923077,4.794871794871795,78,8,16.88888888888889,4945,25.641025641025642,0.0
1994-01-20,Thursday,3,14.921052631578947,4.921052631578948,76,14,16.88888888888889,5687,34.21052631578947,2.6315789473684212
1994-01-21,Friday,4,13.432432432432432,4.72972972972973,74,20,22.222222222222225,5220,24.324324324324323,1.3513513513513513
1994-01-22,Saturday,5,14.820512820512821,4.846153846153846,78,21,16.0,6583,28.205128205128204,1.2820512820512822
1994-01-23,Sunday,6,15.4,5.185714285714286,140,28,17.687074829931976,9144,29.285714285714285,5.0
1994-01-24,Monday,0,12.923076923076923,4.897435897435898,78,23,15.111111111111109,5986,20.512820512820515,0.0
1994-01-25,Tuesday,1,13.91891891891892,5.216216216216216,74,16,14.222222222222223,4923,13.513513513513514,5.405405405405405
1994-01-26,Wednesday,2,14.666666666666666,4.641025641025641,78,13,19.555555555555564,4856,25.641025641025642,0.0
1994-01-27,Thursday,3,14.41025641025641,4.794871794871795,78,14,16.88888888888889,6373,19.23076923076923,3.8461538461538463
1994-01-28,Friday,4,14.22972972972973,5.027027027027027,74,17,17.333333333333336,4745,13.513513513513514,4.054054054054054
1994-01-29,Saturday,5,15.3,5.514285714285714,70,16,14.22222222222222,3027,27.142857142857142,4.285714285714286
1994-01-30,Sunday,6,15.535714285714286,5.2023809523809526,168,31,17.39130434782609,9434,29.761904761904763,6.5476190476190474
1994-01-31,Monday,0,15.131578947368421,4.868421052631579,76,18,17.77777777777778,5498,30.263157894736842,0.0
1994-02-01,Tuesday,1,12.5625,4.675,80,21,16.88888888888889,7053,16.25,2.5
1994-02-02,Wednesday,2,14.763157894736842,4.815789473684211,76,16,18.66666666666667,7578,23.68421052631579,0.0
1994-02-03,Thursday,3,15.222222222222221,4.944444444444445,72,17,20.88888888888889,4784,29.166666666666668,1.3888888888888888
1994-02-04,Friday,4,16.323529411764707,5.882352941176471,68,11,11.11111111111111,2439,20.58823529411765,8.823529411764707
1994-02-05,Saturday,5,14.297297297297296,5.027027027027027,74,22,17.333333333333336,4907,20.27027027027027,0.0
1994-02-06,Sunday,6,15.217391304347826,5.318840579710145,138,23,16.78004535147392,8167,21.014492753623188,2.1739130434782608
1994-02-07,Monday,0,13.68421052631579,4.7105263157894735,76,15,20.444444444444443,6594,22.36842105263158,1.3157894736842106
1994-02-08,Tuesday,1,15.236842105263158,4.921052631578948,76,14,16.88888888888889,6519,22.36842105263158,3.9473684210526314
1994-02-09,Wednesday,2,15.23611111111111,5.416666666666667,72,10,13.333333333333332,3837,33.333333333333336,1.3888888888888888
1994-02-10,Thursday,3,15.36111111111111,5.222222222222222,72,16,16.444444444444446,5333,15.277777777777779,6.944444444444445
1994-02-11,Friday,4,14.679487179487179,4.794871794871795,78,19,16.88888888888889,6572,20.512820512820515,2.5641025641025643
1994-02-12,Saturday,5,16.685714285714287,5.542857142857143,70,13,13.77777777777778,3917,15.714285714285714,2.857142857142857
1994-02-13,Sunday,6,15.690140845070422,5.056338028169014,142,18,18.59410430839003,8339,23.239436619718308,4.929577464788732
1994-02-14,Monday,0,15.012820512820513,5.358974358974359,78,20,16.0,5995,21.794871794871796,1.2820512820512822
1994-02-15,Tuesday,1,15.472222222222221,5.027777777777778,72,13,19.555555555555557,6117,26.38888888888889,0.0
1994-02-16,Wednesday,2,14.794871794871796,4.6923076923076925,78,18,18.66666666666667,6525,29.487179487179485,6.410256410256411
1994-02-17,Thursday,3,15.106060606060606,5.666666666666667,66,19,16.88888888888889,2790,15.151515151515152,4.545454545454546
1994-02-18,Friday,4,14.602564102564102,4.846153846153846,78,18,16.0,5608,19.23076923076923,3.8461538461538463
1994-02-19,Saturday,5,16.015151515151516,5.787878787878788,66,15,15.111111111111112,2888,28.78787878787879,0.0
1994-02-20,Sunday,6,14.683098591549296,5.197183098591549,142,30,16.326530612244895,9149,21.830985915492956,0.0
1994-02-21,Monday,0,14.722222222222221,5.277777777777778,72,11,15.555555555555555,4443,23.61111111111111,0.0
1994-02-22,Tuesday,1,15.602564102564102,4.794871794871795,78,13,16.88888888888889,6494,25.641025641025642,2.5641025641025643
1994-02-23,Wednesday,2,14.405405405405405,5.216216216216216,74,18,14.222222222222223,4823,25.675675675675677,0.0
1994-02-24,Thursday,3,14.153846153846153,4.743589743589744,78,13,17.77777777777778,5078,19.23076923076923,0.0
1994-02-25,Friday,4,14.23076923076923,4.641025641025641,78,21,19.555555555555564,6805,16.666666666666668,10.256410256410257
1994-02-26,Saturday,5,16.84285714285714,5.685714285714286,70,13,11.555555555555554,3346,35.714285714285715,2.857142857142857
1994-02-27,Sunday,6,14.791666666666666,5.428571428571429,168,44,17.01323251417769,8999,28.571428571428573,1.7857142857142858
1994-02-28,Monday,0,14.432432432432432,4.891891891891892,74,16,19.555555555555557,6114,22.972972972972972,0.0
1994-03-01,Tuesday,1,14.666666666666666,4.589743589743589,78,16,20.44444444444444,5000,20.512820512820515,1.2820512820512822
1994-03-02,Wednesday,2,15.243589743589743,4.6923076923076925,78,15,18.66666666666667,6195,25.641025641025642,8.974358974358974
1994-03-03,Thursday,3,14.5,4.947368421052632,76,10,16.444444444444443,6450,22.36842105263158,5.2631578947368425
1994-03-04,Friday,4,14.428571428571429,5.228571428571429,70,16,18.666666666666675,4765,17.142857142857142,2.857142857142857
1994-03-05,Saturday,5,15.736842105263158,5.078947368421052,76,12,14.222222222222223,4459,17.105263157894736,0.0
1994-03-06,Sunday,6,16.036231884057973,5.3768115942028984,138,27,15.873015873015872,8549,28.985507246376812,0.7246376811594203
1994-03-07,Monday,0,15.905405405405405,5.0,74,15,17.777777777777775,4262,24.324324324324323,1.3513513513513513
1994-03-08,Tuesday,1,15.5,4.921052631578948,76,11,16.88888888888889,7127,27.63157894736842,1.3157894736842106
1994-03-09,Wednesday,2,15.0,4.868421052631579,76,19,17.77777777777778,5635,26.31578947368421,5.2631578947368425
1994-03-10,Thursday,3,15.025641025641026,4.769230769230769,78,14,17.333333333333332,5312,8.974358974358974,7.6923076923076925
1994-03-11,Friday,4,16.513513513513512,5.1891891891891895,74,16,14.666666666666668,6307,24.324324324324323,1.3513513513513513
1994-03-12,Saturday,5,15.014285714285714,5.4,70,19,16.0,3527,21.428571428571427,1.4285714285714286
1994-03-13,Sunday,6,16.235714285714284,5.242857142857143,140,25,16.78004535147392,9306,34.285714285714285,1.4285714285714286
1994-03-14,Monday,0,14.75,4.973684210526316,76,19,16.0,4260,18.42105263157895,2.6315789473684212
1994-03-15,Tuesday,1,15.644736842105264,4.815789473684211,76,7,18.66666666666667,4821,28.94736842105263,2.6315789473684212
1994-03-16,Wednesday,2,13.594594594594595,5.054054054054054,74,16,16.88888888888889,5089,25.675675675675677,1.3513513513513513
1994-03-17,Thursday,3,14.81578947368421,4.815789473684211,76,16,18.66666666666667,4928,40.78947368421053,1.3157894736842106
1994-03-18,Friday,4,16.442857142857143,5.3428571428571425,70,9,16.888888888888893,3506,22.857142857142858,7.142857142857143
1994-03-19,Saturday,5,15.222222222222221,5.333333333333333,72,14,14.666666666666666,4179,25.0,2.7777777777777777
1994-03-20,Sunday,6,14.664285714285715,5.328571428571428,140,37,15.419501133786843,8692,11.428571428571429,1.4285714285714286
1994-03-21,Monday,0,14.525641025641026,4.743589743589744,78,13,17.77777777777778,6952,23.076923076923077,1.2820512820512822
1994-03-22,Tuesday,1,14.987179487179487,4.794871794871795,78,12,16.88888888888889,7274,39.743589743589745,0.0
1994-03-23,Wednesday,2,15.486486486486486,5.081081081081081,74,22,16.444444444444446,5336,25.675675675675677,1.3513513513513513
1994-03-24,Thursday,3,13.957142857142857,5.285714285714286,70,17,17.77777777777778,4777,14.285714285714286,1.4285714285714286
1994-03-25,Friday,4,14.76923076923077,4.743589743589744,78,18,17.77777777777778,5001,20.512820512820515,0.0
1994-03-26,Saturday,5,16.765625,5.75,64,16,18.222222222222225,3192,25.0,3.125
1994-03-27,Sunday,6,16.71014492753623,5.318840579710145,138,28,16.78004535147392,7652,23.18840579710145,1.4492753623188406
1994-03-28,Monday,0,14.930555555555555,5.222222222222222,72,20,16.444444444444446,4193,19.444444444444443,1.3888888888888888
1994-03-29,Tuesday,1,15.644736842105264,4.921052631578948,76,20,16.88888888888889,5717,27.63157894736842,5.2631578947368425
1994-03-30,Wednesday,2,14.384615384615385,4.743589743589744,78,19,17.77777777777778,5575,26.923076923076923,2.5641025641025643
1994-03-31,Thursday,3,15.93421052631579,5.026315789473684,76,11,15.111111111111109,5759,28.94736842105263,1.3157894736842106
1994-04-01,Friday,4,15.618421052631579,4.815789473684211,76,14,18.66666666666667,5333,19.736842105263158,0.0
1994-04-02,Saturday,5,16.575757575757574,5.7272727272727275,66,11,16.0,2655,24.242424242424242,6.0606060606060606
1994-04-03,Sunday,6,15.6,5.128571428571429,140,28,18.59410430839003,9075,22.857142857142858,1.4285714285714286
1994-04-04,Monday,0,14.487179487179487,4.6923076923076925,78,14,18.66666666666667,6136,20.512820512820515,0.0
1994-04-05,Tuesday,1,14.197368421052632,4.973684210526316,76,13,16.0,4678,11.842105263157896,2.6315789473684212
1994-04-06,Wednesday,2,15.833333333333334,4.794871794871795,78,14,16.88888888888889,6143,21.794871794871796,0.0
1994-04-07,Thursday,3,14.485714285714286,5.6,70,18,12.88888888888889,3715,21.428571428571427,1.4285714285714286
1994-04-08,Friday,4,16.283783783783782,5.108108108108108,74,15,16.0,4334,21.62162162162162,2.7027027027027026
1994-04-09,Saturday,5,15.515151515151516,5.818181818181818,66,15,14.666666666666666,2444,21.21212121212121,1.5151515151515151
1994-04-10,Sunday,6,16.823529411764707,5.211764705882353,170,23,16.257088846880908,12001,31.764705882352942,3.5294117647058822
1994-04-11,Monday,0,14.402777777777779,5.194444444444445,72,16,16.88888888888889,6579,22.22222222222222,0.0
1994-04-12,Tuesday,1,14.828947368421053,4.894736842105263,76,12,17.333333333333336,5411,28.94736842105263,1.3157894736842106
1994-04-13,Wednesday,2,16.486842105263158,4.921052631578948,76,10,16.88888888888889,5845,30.263157894736842,2.6315789473684212
1994-04-14,Thursday,3,15.675675675675675,5.216216216216216,74,13,14.222222222222223,4812,18.91891891891892,4.054054054054054
1994-04-15,Friday,4,15.592105263157896,4.7631578947368425,76,14,19.55555555555556,5208,27.63157894736842,2.6315789473684212
1994-04-16,Saturday,5,14.243243243243244,4.972972972972973,74,24,18.222222222222225,6252,14.864864864864865,1.3513513513513513
1994-04-17,Sunday,6,16.838028169014084,5.140845070422535,142,22,17.233560090702944,8753,26.056338028169016,6.338028169014085
1994-04-18,Monday,0,15.647058823529411,5.529411764705882,68,17,16.44444444444444,2751,13.235294117647058,0.0
1994-04-19,Tuesday,1,16.271428571428572,5.457142857142857,70,8,15.111111111111112,3091,22.857142857142858,1.4285714285714286
1994-04-20,Wednesday,2,15.055555555555555,5.166666666666667,72,10,17.33333333333334,3906,26.38888888888889,1.3888888888888888
1994-04-21,Thursday,3,15.68421052631579,4.921052631578948,76,10,16.88888888888889,5349,32.89473684210526,2.6315789473684212
1994-04-22,Friday,4,14.905405405405405,5.0,74,18,17.777777777777775,5940,33.78378378378378,0.0
1994-04-23,Saturday,5,15.628571428571428,5.571428571428571,70,19,13.333333333333336,3076,18.571428571428573,2.857142857142857
1994-04-24,Sunday,6,15.528985507246377,5.391304347826087,138,29,15.646258503401361,6587,24.63768115942029,1.4492753623188406
1994-04-25,Monday,0,14.18918918918919,5.216216216216216,74,18,14.222222222222223,3863,25.675675675675677,0.0
1994-04-26,Tuesday,1,15.41025641025641,4.846153846153846,78,13,16.0,5272,25.641025641025642,2.5641025641025643
1994-04-27,Wednesday,2,14.0,5.108108108108108,74,13,16.0,4804,25.675675675675677,2.7027027027027026
1994-04-28,Thursday,3,15.128205128205128,4.794871794871795,78,18,16.88888888888889,7620,23.076923076923077,3.8461538461538463
1994-04-29,Friday,4,14.779411764705882,5.647058823529412,68,16,14.666666666666666,2883,19.11764705882353,1.4705882352941178
1994-04-30,Saturday,5,15.7,5.457142857142857,70,12,15.111111111111112,4360,30.0,1.4285714285714286
1994-05-01,Sunday,6,15.45,5.185714285714286,140,29,17.687074829931976,10925,25.0,2.142857142857143
1994-05-02,Monday,0,13.666666666666666,4.871794871794871,78,25,15.555555555555562,5023,10.256410256410257,0.0
1994-05-03,Tuesday,1,14.743243243243244,5.108108108108108,74,13,16.0,4168,31.08108108108108,2.7027027027027026
1994-05-04,Wednesday,2,15.289473684210526,4.868421052631579,76,6,17.77777777777778,6788,25.0,0.0
1994-05-05,Thursday,3,15.094594594594595,5.054054054054054,74,15,16.88888888888889,4266,27.027027027027028,4.054054054054054
